OBJECTID,PLAN_NUM,PLAN_TITLE,REVIEW_DATE,SUBMIT_DATE,MCP_SIGN_DATE,CCPC_SIGN_DATE,PLAN_ACRES,LOTS_UNITS,BLDG_SQ_FT,PRIMARY_USE,PRIMARY_CODE,PRIMARY_UNITS,PRIMARY_NOTES,SCNDARY_USE,SCNDARY_CODE,SCNDARY_UNITS,TERTIARY_USE,TERTIARY_CODE,TERTIARY_UNITS,EG_ID,LAND_DEV_ID,LAND_DEV_YEAR,DESCRIPTION,PROJECT_NUM,PROJECT_NAME,SHAPEAREA,SHAPELEN
66,LD-01-26-18769,341 E. Conestoga Road,2026/01/28 11:43:12+00,2026/01/07 16:17:56+00,,,0.52,1,7764,Commercial,Sports/Recreation ,1,2 outdoor padel courts and a clubhouse building with fitness facilities,,,0,,,0,ce48017e-465b-49cd-a385-1d28f7e02634,PR-006121-2025,2026,"1 proposed COM building, 7,764sf w/ 2 outdoor padel courts (Township description - Modification to an approved plan to construct 2 Padel courts, a fitness center, and associated parking on a currently vacant lot located at 341 E Conestoga Road in Wayne PA.)",PR-006121-2025,341 E. Conestoga Road,20626.33505373,638.953468561078
67,LD-01-26-18770,Penn Oaks Tennis And Fitness Center Padel Courts Addition,2026/02/06 11:42:18+00,2026/01/07 11:44:58+00,,,4.8,1,0,Commercial,Sports/Recreation ,1,3 padel courts,,,0,,,0,8403a1c1-7182-4053-8532-53e319735e15,PR-006293-2026,2026,Proposal of 3 padel courts,PR-006293-2026,Penn Oaks Tennis & Fitness Center Padel Courts,322773.457756747,2688.71105659919
68,LD-01-26-18785,Spring City Borough Complex,2026/02/12 09:40:46+00,2026/01/16 15:30:06+00,,,1.68,2,13522,Institutional,Government,1,Borough Hall building,Institutional,Utility,1,,,0,69b4d27e-ab89-4e5a-8a42-3c3d1bfc2260,PR-006297-2026,2026,"2 proposed buildings - municipal & public works, paving, and parking.     Description by Applicant: New Borough Hall Complex",PR-006297-2026,Spring City Borough Complex,76814.7620589673,1542.4470717394
69,LD-01-26-18789,Township Line Road Development,2026/03/12 15:25:18+00,2026/02/10 14:42:37+00,,,3.43,38,0,Residential,Townhouse,38,,,,0,,,0,1a00ffff-dc04-413d-b6c1-10debad345a8,PR-006298-2026,2026,"LD = 39 townhomes, parking & open space proposed, SD-01-26-18786 = 6 lots into 1 lot. ",PR-006298-2026,Township Line Road Development,155407.445481227,1779.24211070342
70,LD-01-26-18790,257 Kennett Pike,,2026/03/10 10:56:26+00,,,2.3,1,10000,Commercial,Retail,1,,,,0,,,0,f7ebd86f-79b6-47c6-81e2-720828ca477d,PR-006299-2026,,"10,000 SF building proposed, COM/retail (Township description: existing nonconforming commercial use located along PennDOT Rt. 52 proposes partial redevelopment of the lot to construct one new commercial structure and associated improvements. no changes proposed to driveway access or existing buildings.)",PR-006299-2026,257 Kennett Pike,94774.0182721331,1266.2124187675
71,LD-01-26-18793,Simpers Well Water Treatment Plant,2026/02/19 14:48:59+00,2026/01/20 10:24:54+00,,,2,1,1800,Institutional,Unique,1,water treatment plant,,,0,,,0,ecdc0480-bf17-47ba-bd5b-c4d5f791eed1,PR-006300-2026,2026,"Proposed building, paving, etc. for water treatment plant     (Description by Applicant: Simpers Well Water Treatment Plant)",PR-006300-2026,Simpers Well Water Treatment Plant,90430.9128187016,1318.03388366773
72,LD-01-26-18804,Sadsbury CSG 1 LLC Solar Project,2026/03/03 13:47:21+00,2026/02/02 09:23:06+00,,,13.8,1,0,Industrial,Unique,1,Solar panels,,,0,,,0,d07986c5-1f7d-4422-858c-82f6f16b2cd1,PR-006306-2026,2026,354 solar panels w/ 483sf transformer pad proposed,PR-006306-2026,Sadsbury CSG 1 LLC Solar Project,496998.919102476,3172.64092597297
73,LD-02-17-14722,Marquis at Exton,2017/03/10 00:00:00+00,2017/02/14 00:00:00+00,2017/04/12 00:00:00+00,2017/05/23 00:00:00+00,21.5,240,0,Residential,Apartment,240,,,,0,,,0,69068036-8bb2-41e4-bdd6-25a133603f27,PR-004504-2017,2017,"Build 240 apts. in 5 buildings, a clubhouse and parking",PR-004504-2017,Marquis at Exton,894484.723178465,4033.80449161513
74,LD-02-17-14733,Audi Devon - 230 West Lancaster Avenue,2017/03/10 00:00:00+00,2017/02/21 00:00:00+00,2017/06/19 00:00:00+00,2017/12/18 00:00:00+00,7.75,1,0,Commercial,Parking Lot/Garage,1,,,,0,,,0,1f937791-7975-447b-b0de-840570cba704,PR-004507-2017,2017,Demolish existing building to create additional parking for an Audi Dealership,PR-004507-2017,Audi Devon - 230 West Lancaster Avenue,309517.486950353,2425.24128405824
75,LD-02-17-14735,Robert and Patricia Chambers,2017/03/19 00:00:00+00,2017/02/21 00:00:00+00,2017/12/07 00:00:00+00,2017/12/12 00:00:00+00,0.36,7,2400,Residential,Apartment,6,,Commercial,Addition to Existing,1,,,0,290ec8a6-07a9-4f76-97ac-65fb24b34555,PR-004509-2017,2017,proposed building addition and parking,PR-004509-2017,Robert and Patricia Chambers,10395.3410656235,427.627192561113
76,LD-02-17-14743,Kauffman Gas,2017/03/24 00:00:00+00,2017/02/24 00:00:00+00,2017/06/01 00:00:00+00,2017/06/14 00:00:00+00,3.75,1,2920,Commercial,Addition to Existing,1,,,,0,,,0,e5c0c274-9265-4328-ab92-0402fbf5db44,PR-004514-2017,2017,"2,920 SF garage addition",PR-004514-2017,Kauffman Gas,126455.415885947,1534.46658842013
77,LD-02-18-15275,Overall Farm,2018/02/26 00:00:00+00,2018/01/31 00:00:00+00,2018/07/18 00:00:00+00,2018/08/03 00:00:00+00,68.7,1,0,Residential,Single Family Residential,1,,,,0,,,0,9298504d-d66c-4a95-99b5-41e83980ebe6,PR-004744-2018,2018,Proposed SFR on existing lot,PR-004744-2018,Overall Farm,4347334.58806496,12398.004024988
78,LD-02-18-15276,Ivy Prep Academy,2018/02/27 00:00:00+00,2018/02/01 11:07:57+00,,,1.61,1,1821,Institutional,School,1,,,,0,,,0,15d27cf3-6ba9-4a2f-b9f1-e2a39b81c80e,PR-004745-2018,2018,"Convert existing building into a school, add a building addition and parking.",PR-004745-2018,Ivy Prep Academy,57882.3886521475,1032.69176044978
79,LD-02-18-15281,"Proposed Self Storage Facility, 1464 Pottstown Pike",2018/03/02 00:00:00+00,2018/02/06 00:00:00+00,2018/03/28 00:00:00+00,2019/03/28 00:00:00+00,2.66,1,88000,Commercial,Unique,1,,,,0,,,0,60f8ec06-0a40-4ba8-b425-4e8ede1982ed,PR-004746-2018,2018,"Proposed three-story 88,000 square foot self-storage facility and parking.",PR-004746-2018,"Self Storage Facility, 1464 Pottstown Pike ",110038.193484643,1312.66219128867
80,LD-02-18-15289,CTDI Sadsbury,2018/03/12 00:00:00+00,2018/02/14 14:40:37+00,2018/09/19 00:00:00+00,2018/09/24 00:00:00+00,27.87,1,137600,Industrial,Addition to Existing,1,,,,0,,,0,258ebe9d-e010-4e1d-8351-b3f5a193e2bb,PR-004750-2018,2018,two building additions and adding parking,PR-004750-2018,CTDI Sadsbury,1221808.89896637,4528.99785737136
81,LD-02-18-15295,Darlington Ridge at West Chester,2018/03/23 00:00:00+00,2018/02/21 14:33:52+00,2018/09/11 00:00:00+00,2019/09/06 00:00:00+00,86.46,106,0,Residential,Townhouse,106,,,,0,,,0,94ed7f95-bac1-49fa-a232-788b822ff6f8,PR-004753-2018,2018,"106 Townhouses, roads, and open space on 3 lots",PR-004753-2018,Darlington Ridge at West Chester,3680513.96297262,12924.1668706166
82,LD-02-18-15298,The Village at Byers Station - Lot 2 Commercial,2018/03/20 00:00:00+00,2018/02/23 00:00:00+00,,,29.79,4,40713,Commercial,Retail,3,"30,713 sq. ft. commercial sq. footage",Institutional,Educational Facility,1,,,0,919f3731-d3d5-4a7a-a189-92eb22f13fe3,PR-004754-2018,2018,4 proposed buildings and parking,PR-004754-2018,The Village at Byers Station - Lot 2 Commercial,1350517.35888284,5013.26026093794
83,LD-02-18-15302,1237 Lancaster LLC,2018/03/27 00:00:00+00,2018/02/28 13:08:19+00,2019/04/14 00:00:00+00,2019/06/19 00:00:00+00,0.34,5,2398,Commercial,Retail,1,,Residential,Apartment,4,,,0,0a56d38d-2504-42b1-b016-7e938efe45cc,PR-004757-2018,2018,Demolish existing building. proposed building (COM and APT) and parking.,PR-004757-2018,1237 Lancaster LLC,13932.0128242207,484.932097157791
84,LD-02-19-15761,1420 Phoenixville Pike,2019/02/27 00:00:00+00,2019/02/01 00:00:00+00,,,12.04,1,36000,Industrial, ,1,,,,0,,,0,c025384d-2bbd-4d03-88ae-c98417868440,PR-004994-2019,2019,Proposed building (flex) and parking ,PR-004994-2019,1420 Phoenixville Pike,537422.223528558,3169.46611967136
85,LD-02-19-15767,"Downingtown Investors, LLC",2019/03/06 00:00:00+00,2019/02/06 12:46:29+00,,,1.74,1,2753,Commercial,Fast Food,1,,,,0,,,0,ab566667-b8fe-4226-af94-87a5c5e1de2f,PR-004914-2018,2019,"Proposed building (Taco Bell), drive-thru and parking",PR-004914-2018,"Downingtown Investors, LLC",65487.8493944421,1065.11935645296
86,LD-02-19-15772,Hy-Tech Mushroom at 155 Valley Road,2019/03/07 00:00:00+00,2019/02/08 11:47:15+00,,,50.33,3,167480,Commercial,Mushroom House,3,,,,0,,,0,24b95aa2-d4f1-4d4c-a75c-e292ea9631db,PR-004999-2019,2019,"Proposed 3 buildings (mushroom houses), 2 concrete tanks and parking",PR-004999-2019,Hy-Tech Mushroom at 155 Valley Road,2058689.84912478,10709.1487411848
87,LD-02-19-15783,956 South Matlack Street,2019/03/15 00:00:00+00,2019/02/15 15:20:03+00,2019/07/23 00:00:00+00,2019/08/15 00:00:00+00,4,205,0,Residential,Apartment,205,,,,0,,,0,a1db8a5d-1003-4ea2-a0f5-723943e86e27,PR-005005-2019,2019,"Construct a 4 story, 205 unit apartment building and parking",PR-005005-2019,956 South Matlack Street,193758.442065791,1762.5241897008
88,LD-02-19-15789,Benjamin Y. & Fannie B. Fisher,2019/03/21 00:00:00+00,2019/02/21 00:00:00+00,2020/04/15 00:00:00+00,2020/05/20 00:00:00+00,65,1,1440,Institutional,School,1,,,,0,,,0,e64201d0-9c26-440e-bc49-fb3540edca9a,PR-005007-2019,2019,"Review is for existing schoolhouse, which was not reviewed in the past.",PR-005007-2019,Benjamin Y. & Fannie B. Fisher,2813347.66936889,7450.18995692491
89,LD-02-19-15793,Airport Diner,2019/03/21 00:00:00+00,2019/02/25 11:19:05+00,,,1.75,1,5170,Commercial,Restaurant,1,,,,0,,,0,29d6db74-57b6-4bcc-84e3-9884427bb07a,PR-005009-2019,2019,Proposed building (restaurant) and parking lot,PR-005009-2019,Airport Diner,84788.4083130318,1441.40514907451
90,LD-02-19-15797,"CSH Exton, LLC Oaklands Business Park (Lot 1)",2019/03/22 00:00:00+00,2019/02/26 13:00:53+00,2019/06/12 00:00:00+00,2019/10/02 00:00:00+00,4.05,1,76240,Institutional,Nursing Home/Assisted Living,1,,,,0,,,0,5fccebe9-d363-4b2c-bd6f-ea85dac370ce,PR-005010-2019,2019,"Proposed 76,240 square foot assisted living facility (99 beds) and parking.",PR-005010-2019,"CSH Exton, LLC Oaklands Business Park (Lot 1)",177526.914507555,1664.0545656586
91,LD-02-20-16232,Uptown Worthington,2020/02/26 00:00:00+00,2020/01/31 00:00:00+00,2022/02/09 00:00:00+00,2022/04/06 00:00:00+00,103.01,510,294104,Residential,Apartment,500,,Commercial,Office Building,3,Commercial,Retail,7,f08244d0-081c-4d34-a240-81198d910d11,PROJ-2449,2020,"500 APT in 2 bldgs, a movie theater, 3 office bldgs, 7 retail bldgs, parking and roads",PROJ-2449,Uptown Worthington,4375385.80084128,11529.8572366772
92,LD-02-20-16233,RV Parking Expansion,2020/03/03 00:00:00+00,2020/02/03 00:00:00+00,,,1.24,1,0,Commercial,Parking Lot/Garage,1,,,,0,,,0,a7161b32-0190-4825-a86a-36732a45cda2,PR-005216-2020,2020,proposed parking,PR-005216-2020,RV Parking Expansion,54432.4728401839,1093.33221797562
93,LD-02-20-16236,Life Time Healthy Way of Life,2020/03/05 00:00:00+00,2020/02/05 13:45:40+00,,,5.38,1,32640,Commercial,Office Building,1,,,,0,,,0,d9f38c75-f274-43dc-b095-589f02df785f,PR-005218-2020,2020,proposed building (office) and parking,PR-005218-2020,Life Time Healthy Way of Life,234609.064508785,2238.47670878356
94,LD-02-20-16238,Charity's Place,2020/03/02 00:00:00+00,2020/02/05 15:07:12+00,,,2.97,9,0,Residential,Townhouse,9,,,,0,,,0,06bc06fd-256b-40e7-ad99-514fbc101ca2,PR-005219-2020,2020,9 Townhouses proposed,PR-005219-2020,Charity's Place,130366.346612285,1466.7022715283
95,LD-02-20-16251,Springer Corporate Center,2020/03/05 00:00:00+00,2020/02/05 00:00:00+00,2020/06/15 00:00:00+00,2020/07/23 00:00:00+00,1.83,1,2400,Commercial,Addition to Existing,1,,,,0,,,0,6620cb84-376a-4c6c-809b-0489d3b175d7,PR-005221-2020,2020,proposed building addition and parking,PR-005221-2020,Springer Corporate Center,76408.8339018617,1147.41081210135
96,LD-02-20-16266,Mark Properties - Avondale,2020/03/02 00:00:00+00,2020/02/12 00:00:00+00,2020/12/02 00:00:00+00,2022/11/18 00:00:00+00,9.53,4,48000,Commercial,Unique,4,,,,0,,,0,1a09ff8c-343a-42c0-a3b1-0cc7121552e4,PR-005225-2020,2020,"4 proposed buildings (storage) and parking spaces for RV's, campers, and boats. only water is proposed, no sewer.",PR-005225-2020,Mark Properties - Avondale,413378.088557649,2476.8560436579
97,LD-02-20-16267,Null's Towing,2020/03/02 00:00:00+00,2020/02/12 00:00:00+00,2020/07/23 00:00:00+00,2020/08/06 00:00:00+00,7.06,1,10000,Commercial,Unique,1,,,,0,,,0,75b6b740-aa28-481a-81f0-f528caec1fb5,PR-005226-2020,2020,proposed building (storage shed). no water or sewer proposed.,PR-005226-2020,Null's Towing,282181.286514069,2345.7326707424
98,LD-02-20-16277,Red Lion Equipment / Storage Building,2020/03/10 00:00:00+00,2020/02/24 00:00:00+00,2020/03/03 00:00:00+00,2020/05/20 00:00:00+00,309.6,2,18700,Commercial,Unique,2,,,,0,,,0,80152ae1-2697-4296-9252-6fd9667b9389,PR-005231-2020,2020,two proposed buildings and parking,PR-005231-2020,Red Lion Equipment / Storage Building,13526221.3950958,15859.0016139265
99,LD-02-20-16278,California Closets / Fricks Lock Road,2020/03/10 09:35:36+00,2020/02/24 00:00:00+00,2021/02/23 00:00:00+00,2021/05/07 00:00:00+00,4.29,1,6000,Commercial,Addition to Existing,1,,,,0,,,0,bc9f2375-76d9-4d7e-9076-1cd8b2b718b0,PR-005232-2020,2020,proposed building addition and parking,PR-005232-2020,California Closets / Fricks Lock Road,192880.792507027,1835.2040704325
100,LD-02-21-16619,Glen Acres Elementary School,2021/03/12 00:00:00+00,2021/02/10 00:00:00+00,2022/01/18 00:00:00+00,2022/02/02 00:00:00+00,11.715,1,15394,Institutional,Educational Facility,1,,,,0,,,0,cb1eb36f-307e-45ef-a029-0dfe2f3ec866,PR-005382-2021,2021,"15,394 square foot addition",PR-005382-2021,Glen Acres Elementary School,487805.781323261,3443.49445288888
101,LD-02-21-16621,R&S Land Development,2021/03/01 00:00:00+00,2021/02/05 11:54:27+00,,,15.095,2,14400,Industrial,Warehouse,2,,,,0,,,0,647a50e1-94f9-47d5-982e-7ac0fa2d07d0,PR-005383-2021,2021,"Proposed 14,400 SF warehouse",PR-005383-2021,R&S Land Development,578205.776651096,3913.24675655445
102,LD-02-21-16623,431 West Baltimore Pike,2021/03/01 00:00:00+00,2021/02/08 08:55:45+00,2021/05/12 00:00:00+00,2022/01/04 00:00:00+00,15.2489,1,2000,Industrial, ,1,addition to building (office addition),,,0,,,0,1bc39bfb-f63d-4e11-90c0-42c78b7f92fa,PR-005384-2021,2021,"proposed 2,000 SF addition to bldg.",PR-005384-2021,431 West Baltimore Pike,621956.658593781,4209.67660572659
103,LD-02-21-16627,French Creek West (Steelpointe) Phase 5,2021/03/09 16:12:46+00,2021/02/16 00:00:00+00,2022/03/07 00:00:00+00,2022/03/08 00:00:00+00,7,272,0,Residential,Apartment,272,,,,0,,,0,d2bed4ed-e8bc-4a41-a100-54bd88a6f21c,PR-005386-2021,2021,proposed 272 apartment units,PR-005386-2021,French Creek West (Steelpointe),1519570.93431333,5614.42836686789
104,LD-02-21-16628,Allen R. Lapp,2021/02/19 00:00:00+00,2021/02/08 00:00:00+00,2021/04/14 00:00:00+00,2021/10/15 00:00:00+00,38.39,2,6000,Residential,Single Family Residential,1,,Industrial,Unique,1,,,0,1e83c5c6-bf83-41c7-a38b-3dca90623453,PR-005387-2021,2021,"proposed 6,000 SF bldg",PR-005387-2021,Allen R. Lapp,1673548.30126619,6625.82804947673
105,LD-02-21-16631,Commons at Great Valley Lot 15,2021/03/12 00:00:00+00,2021/02/10 13:06:46+00,2021/09/08 00:00:00+00,2022/08/02 00:00:00+00,2.85,1,0,Commercial,Parking Lot/Garage,1,,,,0,,,0,35c7fd3f-e3b8-490b-96b3-5c7bc9e33df5,PR-005388-2021,2021,proposed parking lot with 31 spaces,PR-005388-2021,Commons at Great Valley Lot 15,125312.695537669,2194.35118440689
106,LD-02-22-17086,"10 Malin Road Associates, L.P.",2022/03/10 13:01:42+00,2022/02/08 14:54:15+00,,,3.25,1,11000,Industrial,Warehouse,1,, , ,0,,,0,ab78199a-612b-439c-80cc-169fe7ac08a5,PR-005577-2022,2022,"proposed 11,000 S.F. building",PR-005577-2022,"10 Malin Road Associates, L.P.",142814.707856317,2001.12449734385
107,LD-02-22-17087,Kendal Longwood Health Center,2022/02/22 11:34:34+00,2022/02/03 12:55:51+00,,,133,1,32200,Institutional,Addition to Existing,1,,,,0,,,0,a935579d-805f-4aae-948a-02ff0b73f259,PROJ-1098,2022,"sketch plan - proposed 32,200 S.F. building addition",PROJ-1098,Kendal @ Longwood Congregate Care,5212153.04599724,10126.7308778537
108,LD-02-22-17092,211 High Street,2022/03/11 11:50:34+00,2022/02/15 15:53:01+00,2022/06/14 00:00:00+00,2022/07/15 00:00:00+00,1,8,0,Residential,Apartment,8,,,,0,,,0,9a88f073-582f-4890-9893-a49b63f4a97a,PR-005555-2021,2022,"Remove and replace existing blighted dwelling with 8 apartment units
8 unit multifamily building.",PR-005555-2021,211 High Street,7026.94886757764,498.076844768146
109,LD-02-22-17098,West Goshen Hotel,2022/03/30 12:37:08+00,2022/03/03 09:33:13+00,,,5.29,1,213000,Commercial,Hotel/Resort/Inn,1,,,,0,,,0,ac749b63-4bb4-458e-877e-92c01c186861,PR-005582-2022,2022,"Proposed 213,000 S.F. Hotel",PR-005582-2022,West Goshen Hotel,229657.018736289,2371.61020513693
110,LD-02-22-17111,West Whiteland Township Public Works,2022/03/18 12:44:10+00,2022/02/17 08:48:03+00,,,25.07,1,39200,Institutional,Government,1,Public Works Facility,,,0,,,0,b761c3a3-7866-4e9a-b907-08b9f1ad07f8,SUB-03722,2022,Township's New Public Works Facility,SUB-03722,WEST WHITELAND TOWNSHIP,1125346.58983967,4868.67440053911
111,LD-02-22-17114,Cheyney University Proposed Athletic Complex,2022/03/14 00:00:00+00,2022/03/03 09:05:29+00,,,24,1,160247,Institutional,Sports/Recreation ,1,,,,0,,,0,685cf704-21fe-40da-aa01-2cbc2dbc65b0,PR-005585-2022,2022,"proposed indoor performance facility, 160,247 S.F.",PR-005585-2022,Cheyney University Proposed Athletic Complex,5163810.92730794,11657.46879751
112,LD-02-22-17117,Providence Capital Group Evergreen Lane,2022/04/11 10:43:03+00,2022/03/15 09:44:08+00,2022/08/09 00:00:00+00,2023/01/25 00:00:00+00,1,10,0,Residential,Townhouse,10,,,,0,,,0,4861ef0b-a65c-4cee-9d73-0036f96b1d61,PR-005587-2022,2022,"Combine the existing residential parcels and subdivide into five (5) lots. The resultant lots will all be multi-family lots containing a two-unit structure each with a unit on the first floor, and a unit on the second floor.",PR-005587-2022,Providence Capital Group Evergreen Lane,28066.1607820054,726.054285924877
113,LD-02-22-17120,1305 Wilmington Pike,2022/04/12 13:37:51+00,2022/03/15 16:06:48+00,,,3.099,3,31292,Commercial,Retail,1,,Commercial,Restaurant,1,Commercial,Office Building,1,2aade347-6780-408e-8539-d1f2ec38d2cc,PR-005195-2019,2022,"31,292 SF Commercial/Office Building and associated 115 Space Parking Area",PR-005195-2019,1305 Wilmington Pike,134599.388993194,1507.02310960307
114,LD-02-23-17547,Columbia Cottage at Boot Road,2023/03/03 00:00:00+00,2023/02/02 09:10:37+00,,,8.14,1,64908,Institutional,Nursing Home/Assisted Living,1,75 beds,,,0,,,0,e346a0be-8029-432f-81a3-726c7ad1e829,PR-005764-2023,2023,"64,908 square foot assisted living facility (75 beds). Refer to CCPC# SD-02-23-17545 for concurrent lot consolidation plan.",PR-005764-2023,Columbia Cottage at Boot Road,319268.573308849,2695.67722395768
115,LD-02-23-17551,"Megill Holdings, LLC",2023/03/03 00:00:00+00,2023/02/03 13:30:37+00,2023/06/21 00:00:00+00,2023/09/21 00:00:00+00,0.56,4,0,Residential,Townhouse,4,, ,,0,,,0,dbe596c1-7281-482c-bbb8-c7431017a08d,PR-005765-2023,2023,4 proposed townhouses. Reverse subdivision and land development of parcels 1-13-28 and 1-13-29,PR-005765-2023,"Megill Holdings, LLC",24245.8008351885,648.37768152202
116,LD-02-23-17557,New Elementary School - Tax Map Parcel 26-03A-004.00,2023/03/07 00:00:00+00,2023/02/16 10:00:49+00,2023/06/14 00:00:00+00,2024/01/29 00:00:00+00,29.51,1,105000,Institutional,Educational Facility,1,,,,0,,,0,ca4932f2-c971-46ab-bc82-1e0da7ddd2fe,PR-005767-2023,2023,"105,000 SF elementary school, ball field, play area and parking. preliminary land development plans for new elementary school - Phoenixville Area School District",PR-005767-2023,New Elementary School - Tax Parcel 26-03A-004.00,1220067.0674801,5261.79558245598
117,LD-02-23-17559,Eagleview Lot 1A for The Hankin Group,2023/03/03 00:00:00+00,2023/02/21 14:04:50+00,2023/06/19 00:00:00+00,2024/09/30 00:00:00+00,13.645,1,60600,Commercial,Unique,1,Flex Building,,,0,,,0,0d9a8e3d-6583-4b3e-9602-2a2a79034b3b,PR-004802-2018,2023,"Eagleview Corporate Center Lot 1A land development plan proposed 60,600 SF flex bldg with parking.",PR-004802-2018,Eagleview Lot 1C,592257.818053884,3355.54877536793
118,LD-02-23-17564,New Garden Elementary School,2023/03/20 00:00:00+00,2023/02/21 12:32:16+00,2024/06/28 00:00:00+00,2024/07/10 00:00:00+00,25,1,105240,Institutional,School,1,,,,0,,,0,260df33f-49b0-4200-9c79-6f71cbe0fd5b,SUB-426,2023,"105,240 SF Elementary School. KCSD is applying to construct a new elementary school behind the existing New Garden Elementary School, with associated parking, driveways, SWM, and playgrounds.",SUB-426,NEW GARDEN ELEMENTARY SCHOOL,1075038.94209962,4408.24984021549
119,LD-02-23-17565,(Composting Bunkers) for Kaolin Mushrooms,2023/03/03 00:00:00+00,2023/02/17 13:11:20+00,,,59.75,2,6467,Agricultural,Mushroom House,2,composting bunkers,,,0,,,0,d19cd0c9-ed10-4a55-9d81-2c509d4fbdb8,PR-005771-2023,2023,"6,467.51 SF composting bunkers. Addition of two ""Bunker"" buildings to the existing Mushroom operations of the facility. (over pd by $22.61.  Did refund)",PR-005771-2023,(Composting Bunkers) for Kaolin Mushrooms,2523195.82119248,12374.7813456577
